TEXTO;VIOLENCIA;Mención MUJER;Mención HOMBRE;Dirigido MUJER;Dirigido HOMBRE
Son artistas en desviar la atencin de sus tropelas, esta manifa es para tapar la eliminacin del delito de sedicin y la nueva concesin al independentismo, peor Ayuso mala. Que asco https://t.co/dL7uejdFVb;1;1;0;0;0
@laSextaTV La Secta... Manipulacin...;1;0;0;0;0
@FelixLopez_Rey Es que no os queda claro que Ayuso fue y ser MAYORIA ABSOLUTA, y que estis todos los  pagaos y  subencionaos hoy en las calles no va a cambiar nada Con Ayuso no podeis, y realmente la sanidad pblica os importa una puta mierda y lo sabeis;1;1;0;0;0
@Monica_Garcia_G dais asco y verguenza a partes iguales, mamarrachos de las izqdas. si no fuera porque ese akelarre lo pagamos todos, seria para reir muchos dias seguidos, seguid asi, en las proximas elecciones, Ayuso os ganara por mayoria absoluta, bastardos.;1;1;0;0;0
"@gramuag21 Dan mucho asco, oportunismo y marketing poltico, Ayuso molesta a ""izquierda"" y ""derecha"" y la quieren quitar de enmedio como sea.";1;1;0;0;0
@laSextaTV Retractarse de que ?? De deciros la verdad en vuestra cara ?? Sois unos manipuladores !!!;1;0;0;0;0
@laSextaTV @cayetanaAT @cayetanaAT, la derechita cobarde ni si quiera te defiende. Algunos como @FeijooGalicia te atacan.  Los nicos que te han defendido son @vox_es. Si vas a decir lo que piensas sin complejos, el cobarde PP no es tu partido. Ests a tiempo de cambiar.;1;1;0;0;0
@laSextaTV Cuando se dice la verdad no hay que retractarse, la secta es una bazofia que sirve de correa de transmisin al Dr. fake.;1;0;0;0;0
@laSextaTV La sexta , o la Sextapo que dira Losantos, es una cadena sectaria y bolivariana. Es divertido verla y leer entre lneas, da la sensacin de vivir en el franquismo pero con un peor nivel intelectual.;1;0;0;0;0
@JesusCintora La ayuso no sale a la calle, no tiene ni puta idea de lo que pasa en los ambulatorios lo de poner un plasma en ginecologa es un parraque, vaya que con dos canutos de Mara de la buena no me da para est gran ocurrencia;1;1;1;0;0
@laSextaTV Ms que sexta, sois la secta.;1;0;0;0;0
@trashblindcut Esa foto la amo mucho esa carita de inocente #Puta;1;0;0;0;0
@laSextaTV @cayetanaAT Y hay partidos como el tuyo que deberian estar ilegalizados por CORRUPTOS;1;0;0;0;0
Jaja no mi chula, para ser cmo yo te falta muuuuchooo!!!  Jajaja #DasPena;1;0;0;0;0
@IreneMontero V-E-T-E  A  L-A  M-I-E-R-D-A;1;1;0;1;0
@Monica_Garcia_G Que cansina eres comunista genocida. Que obsesin con Ayuso, si pusieras la misma obsesin con t trabajo. A no que eres una vaga de campeonato. Que asco que das sinvergenza.;1;1;0;1;0
"@GLlamazares No se me qued usted en la media...   La huelga que comienza el lunes son Miles y miles de mdicos y mdicas.  Ayuso ha ""ganado"" a los 40 mdicos y mdicas.  Vienen cuatro mil, ZORRA.";1;1;0;1;0
@IreneMontero Es lo q tiene no ser una agraciada o agraciado intelectual!!! Defiende la prisin permanente revisable para violadores y deja de decir estupideces.;1;1;0;1;0
@IreneMontero Subnormal de mierda;1;1;0;1;0
#Ysipudiera te mentaba la madre En persona  #PUTA;1;1;0;1;0
@IreneMontero Eres repugnante an si llevo dos copas de ms;1;1;0;1;0
@IreneMontero Hacer apologa en inciatacin al alcoholismo entre todas las menores y adolescentes que siguen este movimiento hoy en da es como poco aberrante y de una irresponsabilidad digna de una colegiala de secundaria .;1;1;0;1;0
@IreneMontero Qu nivel Maribel! Que un ministerio, que ha de representarnos a todos mos espaoles est en manos de semejante iletrada da mucha pena;1;1;0;1;0
@IreneMontero Cmo puedes ser tan mentirosa falsa e hipcrita, cuando vas a rectificar y a pedir perdn por todas las falsedades que salen de tu sucia boca, asco siento al orte hablar...fascista;1;1;0;1;0
Vosotros os imaginis a personas mayores con ms de 85 aos haciendo consultas con el mdico por videoconferencia? Esta ta est como una puta cabr lo hace para poder quitarse de en medio a ms gente mayor como hizo en las residencias de ancianos, Ayuso es una genocida peligrosa;1;1;0;1;0
Deja de querer llamar la atencin #ridicula;1;1;0;1;0
"@IreneMontero Eres lamentable y lo sabemos todos menos t, o eso parece.  Qu cantidad de tonteras dices, ""nia de pancarta"". https://t.co/mofdQ5r5Hn";1;1;0;1;0
@NavarrofJose @carlosdavidgf No hombre no fachapobre a Venezuela nos lleva la genocida de Ayuso ,solo hay que ver la sanidad ,que es que no dais pa ms, solo tenis un puto discurso en la cabeza: Venezuela, infelices parsitos y ladrones que votan a una banda criminal, qu asco que dis;1;1;0;1;0
@IreneMontero Para la prxima ley que nos empiecen a castrar y a la siguiente las cmaras de gas. https://t.co/KRyWExVsra;1;1;0;1;0
@iescolar Ayuso es una impresentable a la que le falta media hora de coccin...tena que estar en la puta crcel.....y todos los que votan a gente de esta calaa son unos borregos ....;1;1;0;1;0
Aquien quieres engaar?!!!  Che amargada... Siii a leguas se nota la envidia que te corroe  #fea #amargada #huelesmal #jajaj #sacaboom;1;1;0;1;0
@IreneMontero Esto no es serio ni es conducta de un Ministro, esto me recuerda a la pija flautas del cole de 2 de BUP  de mi poca . Lo dicho : Quien se acuesta con nios meado de levanta  Otra mas de la pija flauta esta  Mejor que sigas con la siestecita y las tartas  de la cuchipandi;1;1;0;1;0
@wesguayas @Lisjuny64 La que ha privado de asistenta mdica y a provocado la muerte de 7000 personas se llama Isabel Ayuso, no Pedro Snchez.  Y si la movilizacin el otro da a favor de la Sanidad Pblica donde haba miles de personas es porque la sanidad os va de puta madre y no como una mierda, eh!;1;1;1;1;0
Ale Feijoo a mentir, manipular y contra la democracia, para que Ayuso no te quite el asiento  Asco das asco;1;0;1;0;1
@rmartinpalacios @PSOE Endocrino es de 7 meses....me da asco y vergenza que el canalla del Revilla est pasendose por los medios de comunicacin y nadie le diga nada. Y ayuso sea la mala de la pelcula...porque todo el mundo sabe que se va a cargar a Pinocho cmo hizo con el cheposo. Viva Ayuso.;1;1;1;0;1
@ierrejon Va dar una leccin de como hacer presidenta del gobierno nacional a Isabel Daz Ayuso y de cmo despertar y aumentar mucho ms an el desprecio y asco que os tenemos millones y millones de espaoles y madrileos. Patticos.;1;1;1;0;1
@AlvaroUribeVel Definitivamente, el ladrn juzga por su condicin. #Ridculo;1;0;1;0;1
@laSextaTV Es que es mentira?, Cuantas veces habis llevado a los Socialcomunistas para que den mtines antes la cmaras? no todo Atresmedia es igual, no es lo mismo el sectarismo de Ferreras,  que la imparcialidad de Vicente Valls;1;0;1;0;1
@CiudadanosCs Uff!, anda que vosotros que habis apoyado la ley de Irene Montero. Vaya asco de polticos ineptos que tenenos. Y Feijoo otro inepto Ayuso es la the nica que vale!;1;1;1;0;1
@SuperRoStar Asco de tu poca vergenza, defendiendo una ley que est sacando a la calle a violadores y pederastas....me gustara leer tus comentarios si hubiera sido Ayuso  Correcaminos!!!;1;1;1;0;1
@RoZulo1 @Fran_Guerrero82 Salieron 4 gatos y Ayuso gobierna y a ti Fran te quedan 2 telediarios para estar en la puta calle con el ex coletas;1;1;1;0;1
@IreneMontero Y con este MACHISTA que se define as mismo como psicpata que hacemos???.  https://t.co/ts4eXuoq0S;1;1;1;0;1
@JC_C_A Otro como la Ayuso que culpa de su mala gestin a todo el mundo. Asco!;1;1;1;0;1
@pilichus @riberaggio @SerranoAlfonso @ComunidadMadrid @populares Dios, sois talibanes, troncos.  En fin, desisto. Seguid pidiendo a Ayuso que genere mdicos, que vais a atajar el problema que tanto os importa de puta madre.;1;1;0;0;1
@soy_502 Y las feministas no van a protestar? Que este payaso cobarde ponga a mujeres a su servicio para protegerse ! #Patetico #Ridiculo;1;1;1;0;1
Conforme celebra los goles del barsa pipas alcacer jurara que desde pequeo formama parte de la masa y nunca jugador de paterna. #decepcionante #fracasado #desterrado#desterrado;1;0;1;0;1
"@OnlyHAL2 Cuando ese hijo de puta entre en la crcel quedara inhabilitada la posibilidad de ""y los ERES qu?"" pero Ayuso y Feijo con sus muertes, mas de 10.000, no se van a librar de su responsabilidad, al menos a nivel social y poltico.";1;1;1;0;1
#AlavsAtleti hasta cundo se me va a permitir a Diego Costa hacer lo que le sale de los huevos en todos los campos que pisa?yo no estaria orgulloso de tener en mi equipo un jugador as #dasasco;1;0;1;0;1
@DANIROVIRA Ayuso te est infinitamente agradecida, con el asco que provocas a la gente Dani cualquier crtica tuya es un halago xD.En las plataformas las pelis en las que apareces son automticamente descartadas por la gente para verlas de lo buen actor que eres y repulsivo que nos resultas;1;1;1;0;1
@AlvaritoMorales #Ridiculo Jajajajajaja;1;0;1;0;1
@Rafa_Hernando que puta vergenza insultar a una presidenta como ayuso de la comunidad de Madrid lo que da pena es esta izquierda que tenemos en este pas eso si es vergenza mucha fuerza a ayuso;1;1;1;0;1
Divino el #presidente @mauriciomacri en vez de estar con las personas afectadas por la tormenta, visit un CUARTEL DE BOMBERO pufff #verguenza_total  #Ridculo;1;0;1;0;1
@victorgdlv Para Almeida: carapolla y para Ayuso: IDA, asesina y puta. No son insultos, son unos cariosos apodos de la izquierda.;1;1;1;1;1
@IreneMontero Fuera vende obreros de la Universidad! La gente de izquierdas haciendo escraches al piojoso que duerme a tu lado. Que alegra! Qu se fastidie tu macho alfa por no decir que se joda,que es capaz;1;1;1;1;1
