TEXTO;VIOLENCIA;Mención MUJER;Mención HOMBRE;Dirigido MUJER;Dirigido HOMBRE
@laSextaTV Totalmente a favor suyo. Todava me acuerdo de cuando fusteis a buscar a los votantes de VOX a las puertas de su casa. No he visto lo mismo con los nacionalistas o con el resto.   100% Cayetana.;0;1;0;0;0
@laSextaTV Verdad, verdadera;0;0;0;0;0
@laSextaTV @cayetanaAT As es. El PP no tiene los arrestos que hay que tener para defender a la seora lvarez de Toledo.;0;1;0;0;0
@laSextaTV Y tiene razn, yo escuch a Ferreras decir 2 veces que el PP es un partido condenado por corrupcin y llam mentiroso a Soria por mentir una vez y balos minti 7 veces y no dijo nada y nunca habla de los eres as que Cayetana lvarez de Toledo dijo una verdad como un templo;0;1;1;0;0
@laSextaTV Q pasa q no se os puede criticar? Hay q decir amn a todo? Ella ni os vetado ni ha dicho q dejis de existir, ella ha expresado una opinin personal...ya no hay libertad de expresin en este pas?!!!;0;0;0;0;0
@IreneMontero Me encantara saber el coeficiente intelectual de esta mujer y de paso que saldra en un test de droga;0;1;0;0;0
@HoyPorHoy Excelente comentario. Simplemente, la realidad. Ayuso, todas esas canalladas las lee, se las escriben, supongo que MAR. Y las solt en el Club siglo XXI siendo aplaudida ?. Ms bajo no podra caer este foro. Produce un profundo asco ...;0;1;0;0;0
@laSextaTV Ha dicho lo que muchos pensamos.;0;0;0;0;0
Sabas qu la razn por la cual a los espaoles no nos gusta #hablarenpblico y hablar idiomas es la misma? Se llama sentido del #ridculo. Supralo aprendendiendo a #HablarenPublico con #InteligenciaEmocional y #ProgramacinNeurolingstica  636 91 52 62 https://t.co/zUI7vrGL4f;0;0;0;0;0
@IreneMontero @IgualdadGob Porque tengo derecho a tomarme una copa claro que si!!!!somos libres!!!!;0;1;0;0;0
@laSextaTV Es la pura verdad!;0;0;0;0;0
@laSextaTV Hay que respetar para ser respetado. A la politica deben de volver las buenas formas;0;0;0;0;0
@IreneMontero Teniendo en cuenta el problema que tienen muchos jvenes con el alcohol, ese comentario es una barbaridad .;0;1;0;0;0
@laSextaTV Totalmente de acuerdo con Cayetana razn no le falta.;0;1;0;0;0
@laSextaTV hay que respetar tambien la mita de catalua la mita de el pais vasco y la mita de espaa tambien nesecitamos dialogo  por fabor, es la mita de el pueblo espaol;0;0;0;0;0
Se ha quedado de puta madre la libertad que prometa ayuso https://t.co/yC0rTXzJAn;0;1;0;0;0
@laSextaTV Pero de lo de Zaldivar, na de na...;0;0;0;0;0
@laSextaTV Mira que no soportaba a @cayetanaAT , habis conseguido que empiece a caerme bien.;0;1;0;0;0
Que levante la mano quien tenga asco a Ayuso.  https://t.co/KxyanH0hb3;0;1;0;0;0
@laSextaTV Es la pura verdad. Slo faltaba que encima no pudiera decirse.;0;0;0;0;0
@laSextaTV BRAVO POR CAYETA;0;1;0;0;0
@laSextaTV @cayetanaAT Hace muy bien en no rectificar por que lleva toda la razn. La sexta es una tv vocera al servicio de la izquierda,populismos y de la extrema izquierda.;0;1;0;0;0
@laSextaTV Y tiene razn.;0;0;0;0;0
@IreneMontero @PabloIglesias Somosaguas.... https://t.co/SdNwW7N1nr;0;1;1;0;0
@laSextaTV Todos deberamos actuar con el valor y el coraje de Cayetana.;0;1;0;0;0
@laSextaTV Verdad absoluta;0;0;0;0;0
@laSextaTV Esta mujer tan criticada dica la verdad.;0;1;0;0;0
@SentiSerra Se la echa en las urnas, espero que lo de hoy se refleje en ellas, porque si Ayuso est desmantelando la sanidad pblica es porque la gente  vot caas y cervezas. As de triste. Asco;0;0;0;0;0
@laSextaTV La sacais con el brazo en alto por alguna razn en particular?  Se os ve el plumero en cada gesto, en cada noticia...;0;1;0;0;0
@laSextaTV No veo en qu no tiene razn...;0;0;0;0;0
@laSextaTV Viva Cayetana !!palmeros del rgimen !!;0;1;0;0;0
@laSextaTV La verdad es la verdad.;0;0;0;0;0
@laSextaTV Se ha quedado corta en su definicin.;0;1;0;0;0
@laSextaTV Por qu se iba a retractar? Dijo alguna mentira?;0;0;0;0;0
@laSextaTV Pagad a los becarios y respetad la libertad de expresin. De lo que ha dicho el vicepresidente de encarcelar periodistas no decs nada;0;0;1;0;0
@laSextaTV  T que crees ? https://t.co/vdtCqcG2cg;0;0;0;0;0
@juanpatoQuarto @RamosCelsi @hermanntertsch Que s...que s... Que es ideolgico para echar a Ayuso, que la Sanidad est de puta madre, que nos estn engaando y la derecha apoya la Sanidad Publica invirtiendo  Hasta otra;0;1;0;0;0
@laSextaTV No entiendo.. se tiene q retractar de q? Si hasta Ferreras lo dice encantado, sois de izquierdas y comunistas;0;0;1;0;0
@aperezboix Yo he usado la socialista andaluza cuando era!!!  Y en una semana, festiva en la region, la atencin fue excepcional y me llamaron varias veces por si me encontraba bien o mal... En Madrid, con Ayuso y con CANCER y COVID19 ni una puta llamada... No s que decir!!! Pero...;0;1;0;0;0
@laSextaTV Me representa!;0;0;0;0;0
@laSextaTV Dijo verdades como puos.;0;0;0;0;0
@laSextaTV La pura verdad!!;0;0;0;0;0
@laSextaTV X q lo va a hacer si lleva toda la razn. La sexta esta al servicio de PSOE y podemos;0;0;0;0;0
@laSextaTV Es valiente. !!! Lo de vole, wyoming, Ferreras y otras hierbas es digno de estudio.  Ms le valdra a Antena 3. Revisar contenidos y no tratar de amedrentar opiniones.;0;0;1;0;0
@laSextaTV Y as es.;0;0;0;0;0
@laSextaTV Muy bien. Poner la foto q queris para atacarla. Perp dice lo q piensa la mitad de los espaoles. Habeis promovido a Podemos y a Sanchez.;0;1;1;0;0
@laSextaTV Que raro que os critiquen, si de Ferreras a Wyoming , pasando por Pastor sois el colmo de la pluralidad, este finde teneis  fiesta de pijamas en casa los marqueses?;0;0;1;0;0
"@IreneMontero ""Feminismo punitivo"": cuando el gnero se redujo al castigo. De Guadalupe Snchez. https://t.co/jmDcZtS6n3";0;1;0;0;0
@laSextaTV Sabiendo quien es su padrino......;0;0;0;0;0
@laSextaTV Y tiene toda la razn;0;0;0;0;0
@laSextaTV Cayetana es de lo mejor que tiene el PP;0;1;0;0;0
@laSextaTV Cmo va el tema? Vais a sealar a todos los que os critican? Lo digo porque tenis 2mil comentarios que deberais leer!!!;0;0;0;0;0
@laSextaTV  Se ha retractado ya Ferreras por el terrorista suicida lleno de calzoncillos del 11- M ?? Porque, tiempo ha tenido,  ya van para 16 aos.;0;0;1;0;0
@laSextaTV Y de las amenazas de Iglesias qu decis? Mas que nada porque est en el gobierno y no queda bien;0;0;1;0;0
@laSextaTV Una verdad como una;0;0;0;0;0
@laSextaTV Esta mujer tiene ms testosterona que muchos que se definen como hombres. Ha dicho una verdad como un templo, pero al progresismo comunista-socialista no le gusta que le hagan crticas.;0;1;1;0;0
@laSextaTV Lleva razn;0;0;0;0;0
@laSextaTV Cmo se atreve decir eso de un medio de comunicacin veraz e imparcial como el vuestro..  Por cierto.. Encontrasteis a los 44 de Vox en Marinaleda?;0;0;0;0;0
@laSextaTV Ferreras era el jefe de informativos cuando Gabilondo dijo esto.  Va a retractarse ? Porque de eso hace 16 aos. https://t.co/GK5FfM5B0c;0;0;1;0;0
@laSextaTV @cayetanaAT Es que Cayetana tiene toda la razn.  Y el propio Ferreras lo explic cuando fue ha hablar con Juan Antonio Alcal en la COPE.;0;1;1;0;0
@laSextaTV Ha dicho la verdad, el mismo Ferreras admiti que la sexta no era neutral, que eran de izquierdas y q que por lo tanto favorecan a la izquierda.;0;0;1;0;0
@laSextaTV Que poco sentido del humor tiene;0;0;0;0;0
@laSextaTV Cuando duele es porque algo est haciendo bien. Si pica, rascaros.;0;0;0;0;0
@laSextaTV Fan de la Sra. @cayetanaAT. A los sectarios no les gusta que les digan las verdades a la cara.;0;1;0;0;0
@laSextaTV @cayetanaAT Y adems viven de hacerlo. Han encontrado en el PP una mina.;0;1;0;0;0
@laSextaTV Por que tendra que retractarse, que no hay Libertad de expresin o como va esto?!?!;0;0;0;0;0
@laSextaTV @cayetanaAT Bravo, hay verdades que duelen, hace falta ms Cayetanas en el PP, todo mi apoyo;0;1;0;0;0
@laSextaTV Me representa totalmente. No ha dicho nada que no pensemos muchos desde siempre. Libertad de expresin se llama, porque como no estis acostumbrados os cuesta reconocerlas;0;0;0;0;0
"@IreneMontero Menos mal q tienes ms ""educacin"" que @cayetanaAT ...........si no no s q pondras en las pancartas del da 8 ......";0;1;0;0;0
@laSextaTV Si cree que debe de criticarla, lo honesto es que lo haga.;0;1;0;0;0
@laSextaTV @aybarrapacheco Corroboro totalmente las palabras de Cayetana lvarez d Toledo,si no sabis aceptar criticas dedicaros a otra cosa,la verdad no es nicamente l q  vosotros decs, existen otras muchas personas con otras opiniones.Esto es pluralidad d opinin no totalitarismo como queris vosotros;0;1;0;0;0
@laSextaTV Estoy totalmente de acuerdo con ella. nimo @cayetanaAT;0;1;0;0;0
@laSextaTV Como os duele la verdad......;0;0;0;0;0
@laSextaTV @cayetanaAT To estoy de acuerdo con Cayetana.;0;1;0;0;0
@laSextaTV Estoy completamente de acuerdo con @cayetanaAT y tampoco me retracto. Sin acritud. Un cordial saludo.;0;1;0;0;0
@laSextaTV YO DIGO LO MISMO QUE CAYETANA LVAREZ DE TOLEDO!!;0;1;0;0;0
@laSextaTV @cayetanaAT El intento de manipulacin de los medios de comunicacin es evidente, basta or la programacin de rte 3 y la clsica. Los cambios en pauta ocurren desde hace tiempo. La ciudadana espaola, indeferentemente su preferencia poltica Debe apoyar a Cayetana quien habla de valores;0;1;0;0;0
@laSextaTV Pues estoy totalmente de acuerdo con ella, por ej hoy Antena3 (foto @BrunoFerTer ) https://t.co/JKhEszmthM;0;1;1;0;0
@laSextaTV @cayetanaAT Grande Cayetana ! La verdad duele a la Secta.;0;1;0;0;0
@laSextaTV OH DIOS pero como puede meterse con LA SECTA.;0;0;0;0;0
@laSextaTV Hay que reforzar el odio para garantizar que el electorado no se desve!;0;0;0;0;0
@laSextaTV Retractarse de la verdad? Venga ya;0;0;0;0;0
@laSextaTV Que ustedes pidan que se retracte es un chiste. Yo estoy muy de acuerdo con ella.;0;1;0;0;0
@laSextaTV El mundo al revs! Un medio de comunicacin, criticando la libertad de expresin!;0;0;0;0;0
@laSextaTV @cayetanaAT Todo mi apoyo Cayetana , ya es hora de llamar a las cosas por su nombre y esa cadena como dijo Ferreras solo hace politica segun el dijo de izquierdas, en lugar de ser objetivo y neutral como debe ser un profesional del medio. @populares todo mi apoyo a Cayetana y su valentia. https://t.co/KMfbhZEzfU;0;1;1;0;0
@TomasPeriko @JesusCintora 200 buses de toda Espaa trajeron a Madrid miles  de personas , por la sanidad de Ayuso ,por qu en Asturias , Extremadura , CLM ,CyL , Aragn, Cantabria , Valencia la sanidad va de puta madre , la izquierda trajo a Madrid gente de toda Espaa con 2 bocadillos y dos aguas;0;1;1;0;0
@laSextaTV @cayetanaAT Secta. Que lleva razn. Heceroslo mirar;0;1;0;0;0
"@watchandwait123 si, lo de los puestos de trabajo cre�� que hac��a referencia a todos los chiringuitos y asociaciones que hay y habr��, pero no, eran ""sic��logos para los lgtbi, no para los trans�������� y sus familias, para que se conviertan"". no saben x donde les va el aire ����������������������������������";0;0;0;0;0
@carlosbardem @RozalenMusic @Marwanmusica @CeciliaGessa @egiraldoabril Has dado en el clavo... De Ayuso! El resto de Comunidades la Sanidad va de puta madre. Verdad??;0;1;1;0;0
@IreneMontero Que pesado todo el mundo con corregir lo de borracha. No banalizan el consumo de alcohol, marcan una realidad y ya est. Yo no he bebido nada en mi vida, para m el alcohol es basura. Pero eso no quita que las mujeres que salen a pasarlo bien puedan beber sin tener miedo.;0;1;0;0;0
@laSextaTV Bravo por Cayetana;0;1;0;0;0
Es jodido cuando te sientes #feo en comparacion con un #hombre que muri hace mas de 100 aos.... @AkalEditor en El gran tour. Gua para viajeros ilustrados D. Muoz. https://t.co/KLFzAnKpH0;0;0;1;0;0
@laSextaTV Cuanta razn tiene!!;0;0;0;0;0
@laSextaTV Con dos cojones!!!!;0;0;0;0;0
@laSextaTV Libertad de expresin, creo que se llama. Que piel tan fina.;0;0;0;0;0
@laSextaTV Y espero que no lo haga jams.;0;0;0;0;0
@laSextaTV Lgico, lo raro es que vosotros no reconozcais que es as;0;0;0;0;0
@laSextaTV Cada vez me cae mejor esta mujer;0;1;0;0;0
@laSextaTV Y el que se queja es el ferreras, hay que joderse!!!;0;0;1;0;0
constantemente obvian, mienten, manipulan.lo que fuere, haciendo ellos uso del colectivo para blanquear sus intenciones. quedamos a la espera de que las organizaciones lgtbi condenen a esta gente y esta pr��ctica.;0;0;0;0;0
@laSextaTV Alguien se atreve a decirlo sin tapujos.;0;0;0;0;0
@laSextaTV Muy bien!a nadie le gustan que le diga la VERDAD,pero es lo que pensamos miles de ESPAOLES....como este publico tenis que aceptar tambin las crticas y sobre todo cuando es cierto.....casi todas las cadenas estis con este nefasto Gobierno....as que a disfrutar!!;0;0;0;0;0
@daiana_potter @mluzitaca @juana_gallego cero sorpresas de q un trolla me conteste sin saber d qu�� estoy hablando xq ha sido incapaz d leerse el tuit original q relaciona pederastia con personas lgtbi+. muy bien, felicidades;0;1;0;0;0
@laSextaTV Por que dice la verdad, comer!;0;0;0;0;0
@laSextaTV Qu poco acostumbrados estis a que disientan con vosotros. Sois como El Nio mimao que se lleva su primer palo en la vida. No ha dicho que haya que cerraros. Vuestro coletitas s que dice cosas as. Y ah estis, calladitos como las puertas, y puertos.;0;0;0;0;0
@laSextaTV Seores es que tiene toda la razn.;0;0;0;0;0
@laSextaTV Ol Cayetana https://t.co/RM4R8j2N1K;0;1;0;0;0
@IreneMontero No saben en Harvard lo que se perdieron.;0;1;0;0;0
@IreneMontero Sostenella y no enmendalla. Sals  a bochorno diario. https://t.co/fBSBDmvXRl;0;1;0;0;0
@laSextaTV @cayetanaAT Yo apoyo la libertad de expresin de #cayetanaAT;0;1;0;0;0
@laSextaTV Por una vez, y sin que sirva de precedente, estoy de acuerdo con ella ... el nivel de los medios de comunicacin es deplorable, como los polticos!!;0;1;0;0;0
@laSextaTV Si tiene ms razn que un santo, en la sexta hace tiempo que solo hacen periodismo ideolgico.;0;0;0;0;0
@laSextaTV S, el ABC.;0;0;0;0;0
@laSextaTV Bravo Alvarez de Toledo !!!!.... mentiras y populismo es lo que se hace en la Sexta;0;1;0;0;0
@laSextaTV Estoy con ella;0;1;0;0;0
@laSextaTV Pero si lo que dice es la realidad!!!preguntad a vuestros espectadores que ideologia tienen y porque ven vuestra cadena. Seguro que os responden que por vuestra neutralidad!! https://t.co/Q10mDQ8jdG;0;0;0;0;0
@laSextaTV @fercar13dic Ni debe retractarse, porque ha dicho la verdad.;0;0;0;0;0
@laSextaTV Vamossss Cashetanna!!;0;1;0;0;0
@laSextaTV Totalmente de acuerdo con Cayetana.;0;1;0;0;0
@jedomm @palomapatipela @robertomerken compa, entienda, est�� cagando a tres cuadras del tiesto. ����, este wn del kast voto siempre a favor lgtbi+xwzrntmnnoprt. ����;0;1;1;0;0
������� opini��n | de las esquinas al bolet��n oficial del estado. por ra��l sol��s, en @ctxt_es https://ctxt.es/es/20221201/firmas/41647/ley-trans-persecucion-lgtbi-transicion-ley-peligrosidad.htm?utm_medium=social&utm_campaign=publico&utm_source=twitter#echobox=1671908329;0;0;0;0;0
@laSextaTV @AntnTorre Es lo que sois;0;0;0;0;0
@laSextaTV No fue @lasexta la que hizo un escenario televisivo de recuento para el golpe de estado so pretexto de referendum?. No es eso comerciar con la estabilidad parlamentaria, ergo democrtica?;0;0;0;0;0
@IreneMontero @PabloIglesias Yo tambin tengo derecho a pasearme con un iPhone por las 3000 viviendas sin que me roben, pero ese derecho no me protege de los delincuentes, por lo que utilizo el sentido comn y no lo hago. Las leyes no cambian la realidad, y los delitos ya estn castigados.;0;1;1;0;0
@gochasuper @republicatransg mis hijos fueron criados con una mentalidad abierta, eso ayuda a definir el car��cter y reforzar el g��nero. la neo pacateria es lo m��s absurdo que he visto en esta red. jam��s en esta vida he visto un caso de imposici��n de cultura lgtbi y si ocurri�� cerca de mi soy inmune a ello.;0;0;0;0;0
"@IreneMontero A casa hay que llegar ""sana"" y ""salva""... sobretodo ""salva"". Si es sla o acompaada, si es borracha o no, slo le importa a las perturbadas... pero si les preguntas a sus padres, dirn que las quieren ""salvas"" .";0;1;0;0;0
@Amartinbeaumont No era una manifestacin, fue una kedada de gente de izquierdas que vive de puta madre, sin ningn problema reseable. No tenan nada que hacer y decidieron pasar el domingo as, luego, muchos de ellos, fueron a misa. Ayuso no tiene de que preocuparse, tiene la mayora asegurada.;0;1;0;0;0
@laSextaTV Libertad d expresin yo iba a retractarme x los cojones, bien Cayetana bien;0;1;0;0;0
@laSextaTV Hace bien. Dice la verdad.;0;0;0;0;0
un t��o puesto hasta las orejas la l��a a la salida de una discoteca. ��voz en grito dice que ���t�� lo sabes quien soy yo���. adivinos quienes se han hecho eco de la supuesta agresi��n lgtbi?. ��adivin��is quien ha dado una versi��n por buena y est��n machacando a los empleados de la sala?. https://twitter.com/asierds/estatus/1606545198896513024;0;0;0;0;0
@laSextaTV La libertad permite la crtica, o no?;0;0;0;0;0
@laSextaTV @mfyc1968 Y por qu tendra que retractarse? Lubertad de expresin lo llaman los de izquiedas....;0;0;0;0;0
@laSextaTV @cayetanaAT @cayetanaAT me representa!;0;1;0;0;0
@laSextaTV Bravo por ella @cayetanaAT;0;1;0;0;0
@laSextaTV Totalmente cierto lo que dice Alvarez de Toledo!;0;1;0;0;0
@laSextaTV Con lo frgil que parece. Cayetana los tiene bien puestos...;0;1;0;0;0
@laSextaTV Y le doy toda la razn!!!!;0;0;0;0;0
@laSextaTV Mi mujer favorita;0;1;0;0;0
