TEXTO;VIOLENCIA;Mención MUJER;Mención HOMBRE;Dirigido MUJER;Dirigido HOMBRE
@laSextaTV Xq se va a retractar? Lo hacis vosotros cada vez q mentis sobre @vox_es ?;0;0;0;0;0
@laSextaTV Una verdad como una;0;0;0;0;0
@laSextaTV De que se tiene que retractar https://t.co/MQmVglyPKm;0;0;0;0;0
@laSextaTV Y bien suave es. Si dijramos lo que pensamos de vosotros, mercenarios...;0;0;0;0;0
@laSextaTV Absolutamente cierto;0;0;0;0;0
@laSextaTV Retractarse de qu? De decir la verdad?;0;0;0;0;0
@laSextaTV La pura verdad!!;0;0;0;0;0
@laSextaTV Ha dicho lo que muchos pensamos.;0;0;0;0;0
@laSextaTV Por qu habra de retractarse?  Para alguien que dice la verdad ...;0;0;0;0;0
@laSextaTV Normal.;0;0;0;0;0
@laSextaTV Y hace bien en criticaros, O no puede?;0;0;0;0;0
"@IreneMontero Pues fjate qu sencillo es decirlo de la segunda manera. Que no haya que interpretar nada. Que nada desve la atencin. Mensajes claros y directos. Ese mismo que has escrito: ""Ni cmo vistes, ni si has bebido, NADA justifica o atena una agresin sexual"".";0;1;0;1;0
"@IreneMontero Justicia te ha tumbado la ley, eh??..jiji....hasta te dice que ""corrijas la expresin""...jiji. .para flipar....";0;1;0;1;0
"@laSextaTV De acuerdo con ella , ya solo veo la  sexta cuando me cambian la sintaxis de los canales;ni un segundo me quedo.";0;1;0;0;0
@laSextaTV Siempre dando en el clavo. Cayetana, una de las polticas que no se merece este pasteleo de democracia que nos quieren hacer tragar. Un fuerte abrazo.;0;1;0;0;0
@laSextaTV Lo qu ha dicho y sigue diciendo @cayetanaAT lo pensamos el 90% de los espaoles.;0;1;0;0;0
"@IreneMontero Me gustara que vinieras y le explicaras a mis dos hijas el lema. Yo no soy capaz de transmitir el ""CONCETO"".";0;1;0;1;0
@laSextaTV YO DIGO LO MISMO QUE CAYETANA LVAREZ DE TOLEDO!!;0;1;0;0;0
@laSextaTV Bien por Cayetana.....;0;1;0;0;0
@laSextaTV @cayetanaAT Bravo, hay verdades que duelen, hace falta ms Cayetanas en el PP, todo mi apoyo;0;1;0;0;0
"@IreneMontero Si pero habra que decirlo de otra manera. Yo lo dejara en ""solas"" sin ms. El cmo es cosa de cada una. No es bueno restringir apoyos a las reivindicaciones.";0;1;0;1;0
@IreneMontero Me encanta!!! Porqu algo tan simple, se convierte en algo tan complicado?? Muuuucha fuerza @IreneMontero no dejes de luchar ...;0;1;0;1;0
@laSextaTV Con lo frgil que parece. Cayetana los tiene bien puestos...;0;1;0;0;0
@MdeHacienda Claramente. Porque en Madrid se vive de puta madre, y es enngran parte, gracias a Ayuso, asi que si, seguir tu consejo.;0;1;0;0;0
@laSextaTV Cayetana ha tenido un par de ovarios bien puestos.;0;1;0;1;0
Uno de los mayores y mejores mutes que nos ha dado Aitana en el POstOT y que creo que no se ha sabido valorar como se mereca.  #Feo https://t.co/m2HgmQISLh;0;1;0;0;0
@IreneMontero Hoy otra amiga de tu grupo de infancia libre ha secuestrado a sus hijos .;0;1;0;1;0
@laSextaTV Acaso miente? Solo criticais a los que no son afines a vuestras ideas.;0;1;0;1;0
@IreneMontero Blanqueando el botelln y el alcoholismo en adolescentes... As vamos a solucionar muchos problemas, s.;0;1;0;0;0
@IreneMontero Pues debe ser por tu barrio... la decencia no lleva vestido, ni color, ni sexo. Demasiado criminalizado lo tenis todo menos la pasta. #EstafaBancoPopular;0;1;0;1;0
@laSextaTV Igualito que nuestro vicepresinte, que solo dice  que habra que cerrar ciertos medios y meter en prisin a periodistas. Con respecto a eso, protestais poquito no?;0;0;1;0;1
"@laSextaTV Parece que a la Sextapo le jode que se les critique... Pero si no ha dicho ninguna mentira, Ferreras... A ver cundo explicas las tres capas de calzoncillos y los negocios de la ""imparcial"" de tu mujer con Newtrola, verificando las noticias que no os gustan...Y de tu cuada algo?";0;0;1;0;1
Es jodido cuando te sientes #feo en comparacion con un #hombre que muri hace mas de 100 aos.... @AkalEditor en El gran tour. Gua para viajeros ilustrados D. Muoz. https://t.co/KLFzAnKpH0;0;0;1;0;0
@manueldelgador7 @montsanto no veo ninguna bandera lgtbi. ��es la cup una organizaci��n homofoba?;0;0;1;0;1
"@laSextaTV Acaso miente? Ferreras creo q dijo que era una cadena pro""izquierda"" Vamos por no decir ultraizquierda pq defendeis lo indefendible..o ni hablais.. Para cuando un especial de los 700 millones de los ERES, las nias prostituidas,los derroches de #lachiki ,el Iva,#Jusapol ?";0;0;1;0;0
@laSextaTV @jesumontana Ser porque tiene razn;0;0;1;0;1
@laSextaTV Ferreras era el jefe de informativos cuando Gabilondo dijo esto.  Va a retractarse ? Porque de eso hace 16 aos. https://t.co/GK5FfM5B0c;0;0;1;0;0
@laSextaTV Con mucha razn, educacin y sin espuma por la boca, no como Ferreras.;0;0;1;0;0
@laSextaTV Pues menos mal que no ha dicho que ferreras a la carcel;0;0;1;0;0
"@laSextaTV @AntonioTheMax Cuando ""jodemos"" quiere encarcelar a periodistas no afines con el rgimen nonpasa nada. Si esta seora dice lo que le sale de su santo c. Os ponis a berrear como locos y locas. Manda narices";0;0;1;0;0
@laSextaTV Ha dicho la verdad, el mismo Ferreras admiti que la sexta no era neutral, que eran de izquierdas y q que por lo tanto favorecan a la izquierda.;0;0;1;0;0
@antonioabadg madre m��a, pero si t�� vives de utilizar al colectivo lgtbi para sacarte la paga. mirate un poco al espejo;0;0;1;0;1
@laSextaTV Que raro que os critiquen, si de Ferreras a Wyoming , pasando por Pastor sois el colmo de la pluralidad, este finde teneis  fiesta de pijamas en casa los marqueses?;0;0;1;0;0
@laSextaTV  Se ha retractado ya Ferreras por el terrorista suicida lleno de calzoncillos del 11- M ?? Porque, tiempo ha tenido,  ya van para 16 aos.;0;0;1;0;0
@RaymundoGC Solo nos falta tu top 10 en @Spotify estamos muy intrigados por tus canciones favoritas. #izcalli #Ridiculo;0;0;1;0;1
@laSextaTV Y de las amenazas de Iglesias qu decis? Mas que nada porque est en el gobierno y no queda bien;0;0;1;0;0
@laSextaTV Y el que se queja es el ferreras, hay que joderse!!!;0;0;1;0;0
����quienes apoyan al nefasto papa francisco?. todos aquellos que persiguen la desaparici��n de la iglesia cat��lica:. colectivos lgtbi, masones, socialistas, comunistas, anarquistas. con el actual papa la iglesia cat��lica est�� condenada a su desaparici��n.;0;0;1;0;0
@laSextaTV Como se puede retractar alguien de decir la verdad??? Pero si el propio ferreras ha dicho que l hace peridismo de izquierda que l no es imparcial ..;0;0;1;0;0
@laSextaTV @cayetanaAT Todo mi apoyo Cayetana , ya es hora de llamar a las cosas por su nombre y esa cadena como dijo Ferreras solo hace politica segun el dijo de izquierdas, en lugar de ser objetivo y neutral como debe ser un profesional del medio. @populares todo mi apoyo a Cayetana y su valentia. https://t.co/KMfbhZEzfU;0;1;1;0;0
"@AntonioMautor Aprende esta leccin, vocero: ""Si votas mierda... obtienes puta mierda"".  De quin es la culpa de esto ahora? De Ayuso, quizs? Vyase a seguir pastando...";0;1;1;0;1
@laSextaTV Y tiene razn, yo escuch a Ferreras decir 2 veces que el PP es un partido condenado por corrupcin y llam mentiroso a Soria por mentir una vez y balos minti 7 veces y no dijo nada y nunca habla de los eres as que Cayetana lvarez de Toledo dijo una verdad como un templo;0;1;1;0;0
@laSextaTV @cayetanaAT Es que Cayetana tiene toda la razn.  Y el propio Ferreras lo explic cuando fue ha hablar con Juan Antonio Alcal en la COPE.;0;1;1;0;0
@adrier_ENC VOX y el PP socialdemcratas? JAJAJAJAJAJAJAJAJSJSJSJSJ dios esta no me la esperaba me cago en la puta as que Ayuso y Abascal son los nuevos Bernstein y Palme, fieles lectores del ltimo Kautsky y camaradas de Attlee  god damn ojal bro;0;1;1;0;1
"A Pdro le piden comentaristas desde los medios la dimisin da s y da tambin porque la situacin del pas ""es insostenible"".  A Ayuso le montan una manifestacin masiva y seguramente ningn medio mayoritario insinuar que debiera irse a su puta casa.";0;1;1;0;0
@laSextaTV Muy bien. Poner la foto q queris para atacarla. Perp dice lo q piensa la mitad de los espaoles. Habeis promovido a Podemos y a Sanchez.;0;1;1;0;0
"@Rafa_Hernando Teniendo en cuenta que cuando quemaron la fachada de la sede de Podemos Cartagena los vuestros se lanzaron a decir que haba sido la lder (que acababa de superar un cncer), me cuesta sentir empata hacia Ayuso. S condeno el empleo de la palabra ""puta"" como insulto.";0;1;1;0;1
@WillyTolerdoo Aprovechan la sanidad para montar el pollo a Ayuso, pero en las comunidades gobernadas por el psoe todo funciona de puta madre, cada vez ms convencido  a los espaoles nos estn volviendo borregos;0;1;1;0;0
@paisjodido @anluma99 En que quedamos, eres de Ayuso y te da asco el PP.  O te paga el equipo de Ayuso, y tambin el PP.  Te lo llevas muerto x2. ??  Se te cae el discurso compaero;0;1;1;0;1
@AntonioMaestre Del sur, del norte del este y del oeste. Pero de Espaa. Y no por la Sanidad Pblica, q os importa una puta mierda, a juzgar por los Presupuestos, sino contra Ayuso, evidentemente  https://t.co/oOe7OafxXr;0;1;1;0;1
@laSextaTV Pues estoy totalmente de acuerdo con ella, por ej hoy Antena3 (foto @BrunoFerTer ) https://t.co/JKhEszmthM;0;1;1;0;0
@IreneMontero Por cierto porq tubo q salir @PabloIglesias a defenderla? Esq ella no sabe defenderse solita? La culpa es del patriarcado verdad @IreneMontero ?? no dejan q te expreses libremente y te hacen callar??;0;1;1;1;0
@IreneMontero Los hombres no os comprendemos...Cuntas veces hemos llegado solos y borrachos a casa y nos hemos maldecido por ello...No pasis por donde pasamos nosotros...;0;1;1;1;0
@IreneMontero @PabloIglesias Alma de cntaro, hay algn partido poltico que justifique las agresiones sexuales? Otra cosa es que t por crecer en la vida y en la poltica aceptes como persona adulta acostarte con Iglesias pero vamos...;0;1;1;1;0
@laSextaTV @cayetanaAT Totalmente de acuerdo con ella...sois un foco de desinformacin...ferreras alias tres capas de calzoncillos!!;0;1;1;0;1
@IreneMontero Con 15 aos una noche el taxista que me llevaba a casa me plant la mano en la pierna y me propuso tomar algo. Con tu ley vigente en el 89, el taxista me habra plantado la mano en la pierna y propuesto tomar algo.  El tuyo es un discurso lleno de palabras pero vaco de contenido;0;1;1;1;0
@IreneMontero @PabloIglesias Yo tambin tengo derecho a pasearme con un iPhone por las 3000 viviendas sin que me roben, pero ese derecho no me protege de los delincuentes, por lo que utilizo el sentido comn y no lo hago. Las leyes no cambian la realidad, y los delitos ya estn castigados.;0;1;1;0;0
@IreneMontero Al 99,99 % de los hombres nos importa un mojn cmo vuelvas a casa, Irene. A los pocos salvajes que impediran que volvieses sana y salva, vosotros los queris dejar en la calle cuanto antes. Mratelo.  Feliz borrachera.;0;1;1;1;0
@laSextaTV @cayetanaAT @vox_es @Santi_ABASCAL, pero vamos a ver, si eso lo consideris ataque, lo que haceis @laSextaTV con VOX, como lo clasificamos? De verdad tener un poco de dignidad y autocritica primero.;0;1;1;1;1
@laSextaTV Es que tiene toda la razn. Yo antes era la cadena que vea. Ahora es una vergenza. Las entrevistas de Ana Pastor son horribles. Solo pone caritas y es incapaz de improvisar una pregunta a raz de lo que conteste el entrevistado. Y Ferreras e Iaki son captulo aparte.;0;1;1;0;0
@IreneMontero Como dira Mariano Rajoy... viva el vino! Los del ministerio de igualdad me gustan, hacen cosas;0;1;1;1;0
@IreneMontero @TVSALSEO Sola y borracha??? Pero que coo est pasando en vuestra cabeza ... Eso es Poltica??? Que lo que hay que concienciar y educar al mundo que no se puede matar por matar ni violar ni agredir...sea hombre o mujer...ya basta de populismo barato;0;1;1;1;0
@IreneMontero Ms vale que te pusieras a trabajar investigar lo que ha pasado en las Baleares en Valencia y que dijeses algo respeto sobre el marido de una diputada muestra de vuestro partido que ha pasado porque no lo cuentas Irene porque os la callis;0;1;1;1;0
@pizarromariajo @mjduzan @mabellaranews @adjicoc @comisionadopaz el pa��s nesecita salir de la guerra y un pueblo unido, no estar con propaganda q son mujeres, hombres o alg��n miembro lgtbi, procuren hacer algo bueno dejen la payasada.;0;1;1;0;0
@IreneMontero @PabloIglesias Que denigrante queda lo de borrachas. Eso es vuestro feminismo? As queris que seamos vistas? Patetico.;0;1;1;1;1
@laSextaTV @cayetanaAT Claro q se os ve el plumero , y al FERRERAS le falta decir camarada , no es un medio objetivo, q oara un periodista debera ser su premisa, de lis ERE han hablado de pasada, el mayor robo d ja democracia;0;1;1;0;0
@laSextaTV @cayetanaAT No ha dicho ninguna mentira. Ferreras se la coge con papel de fumar.;0;1;1;0;0
@laSextaTV Una televisin que iba a desaparecer y que fue levantada por Soraya Sez permitiendo la fusin ilegal de Atresmedia, mientras dej caer a un grupo meditico patriota como Intereconoma que era el contrapeso a los medios globalistas financiados por Soros dems patulea.;0;1;1;0;0
@IreneMontero @PabloIglesias Somosaguas.... https://t.co/SdNwW7N1nr;0;1;1;0;0
@laSextaTV @cayetanaAT Dales caa!!!, y sobre todo a los tuyos del @populares estreidos ideolgicos, cuidado con el seudosegoviano q cuando pueda se la prepara...;0;1;1;0;1
@ooCarrillo Si el libro se lo hubiera regalado un sevillano a una murciana, no hubiera habido tanta polmica!! Y que saquen fotos de las redes de l felicitando el da de su comunidad como si fuese algo malo.... #ridiculo #Eurovision;0;1;1;0;0
@TomasPeriko @JesusCintora 200 buses de toda Espaa trajeron a Madrid miles  de personas , por la sanidad de Ayuso ,por qu en Asturias , Extremadura , CLM ,CyL , Aragn, Cantabria , Valencia la sanidad va de puta madre , la izquierda trajo a Madrid gente de toda Espaa con 2 bocadillos y dos aguas;0;1;1;0;0
@laSextaTV Esta mujer tiene ms testosterona que muchos que se definen como hombres. Ha dicho una verdad como un templo, pero al progresismo comunista-socialista no le gusta que le hagan crticas.;0;1;1;0;0
@carlosbardem @RozalenMusic @Marwanmusica @CeciliaGessa @egiraldoabril Has dado en el clavo... De Ayuso! El resto de Comunidades la Sanidad va de puta madre. Verdad??;0;1;1;0;0
@IreneMontero @IgualdadGob Quiero llegar a casa con toda la tranquilidad, no necesito ir borracha, si lo estuviera esperara  que algun/a amigo/a , me acompae pero porque no estar bien, como he hecho yo en otras ocasiones con amigos y con amigas.;0;1;1;1;0
@victorgdlv No le quito ni una coma. Ha dicho toda la puta verdad de lo que es la izquierda actual en menos de 5 minutos. Por eso os jode tanto Ayuso, por sus verdades y porque no sois capaces de callarla... Ni lo seris.;0;1;1;0;0
@jedomm @palomapatipela @robertomerken compa, entienda, est�� cagando a tres cuadras del tiesto. ����, este wn del kast voto siempre a favor lgtbi+xwzrntmnnoprt. ����;0;1;1;0;0
@laSextaTV Qu esperabais, so sectarios. Ya es hora que alguien diga la verdad sobre vosotros y por ms lea que le den no se retracte. Con dos ovarios femeninos.;1;0;0;0;0
"@laSextaTV Tiene todo la razn, deberais cambiados ya el nombre de ""la sexta a la secta"" Dais mucho el cantazo ideologico.";1;0;0;0;0
"Que alguien me explique x favor este Cdigo Penal este CGPJ este Gobierno y anteriores y l@s Ministr@s de #Justicia.Esta mierda qu es? Qu toma esta gente ""Fachardn   complex""  para dictar sentencias? Da mucho #asco luego te cagas en la #puta #Espaa y te linchan.ATPCulo ya!";1;0;0;0;0
@laSextaTV En la sexta estis del lado de los separatas.;1;0;0;0;0
@laSextaTV Y porque va a retractarse de algo que es cierto? Sois unos manipuladores;1;0;0;0;0
@laSextaTV Esta cadena sexta? en cada no la vemos y no es por otro tema que no sea por tv basura. Ya se q la basura tiene muchos televidentes https://t.co/FSrv3tj6qb;1;0;0;0;0
@laSextaTV Pues es la pura verdad sois los perros rabiosos de la extrema izquierda;1;0;0;0;0
Tan poco original eres que tienes que copiarle a la gente? #daspena;1;0;0;0;0
@laSextaTV La fotografa bien elegida sectarios, menos mal que tiene el boli en la mano @DebatAlRojoVivo;1;0;0;0;0
@laSextaTV Retractarse de que ?? De deciros la verdad en vuestra cara ?? Sois unos manipuladores !!!;1;0;0;0;0
@laSextaTV Da puto asco la secta y toda esa mugre Procomunista echando peste de cualquiera que no promueva su doctrina....;1;0;0;0;0
@laSextaTV Como se va a retractar si dice la verdad. Retractaos vosotros, lo lacayos de Roures.;1;0;0;0;0
@laSextaTV Por que sois una basura que vivs de basura. Boicot a la publucidad de la @secta;1;0;0;0;0
@laSextaTV No es ninguna mentira. Lo nico que hacis es promocionar el comunismo y favorecer gobiernos que apoyan el golpismo, a los etarras y a los genocidas venezolanos. Slo hay que veros 5 minutos. Opino;1;0;0;0;0
@laSextaTV Se va a retractar de decir la verdad sobre vosotros, comunistas manipuladores? YOU ARE FAKE NEWS;1;0;0;0;0
@laSextaTV Ya no engaais ms los de la Secta, vamos a por vosotros. Os van a llover por todas partes, no estis a salvo de las criticas.  Las redes sociales han matado a las TV, ya no pitis ni una mona.;1;0;0;0;0
@laSextaTV Y razn no le falta. Soy unos sectarios.;1;0;0;0;0
@laSextaTV Se la a olvidado deciros que sois unos hp;1;0;0;0;0
@laSextaTV Pero de qu se va a retractar si es imposible encender la TV y que no se est manipulando y adoctrinando descaradamente en algn canal adems de en el vuestro que lo hacis a todas horas? Dais mucho asco.;1;0;0;0;0
@laSextaTV Sois una put4 vergenza. El panfletismo repugnante es lo vuestro.;1;0;0;0;0
@laSextaTV La sexta NO ES MS Q UNA SECTA COMUNISTA, sois una https://t.co/5OGvuZflob;1;0;0;0;0
@laSextaTV Ms que sexta, sois la secta.;1;0;0;0;0
@laSextaTV @cayetanaAT :@laSextaTV  sois el rgano oficial del gobierno sociocomunista, de los nacionalistas y filotarras. Sois vomitivos.;1;0;0;0;0
@laSextaTV @laSextaTV esta bloqueada en todos mis dispositivos , es absolutamente amoral y farsante.;1;0;0;0;0
@laSextaTV Porque se va a retrasarse si sois la Sexcta...;1;0;0;0;0
@laSextaTV Pero de qu os sorprendeis, si tiene toda la razn, sois unos sectarios y vuestra subjetividad ofensiva.;1;0;0;0;0
@laSextaTV No ha dicho nada que no sepamos, manipuladores.;1;0;0;0;0
@laSextaTV No solo ha dicho eso, poner la secuencia completa, sectarios https://t.co/wU1VbXv31l;1;0;0;0;0
@laSextaTV Lo que pensamos muchos. Sois un libelo;1;0;0;0;0
"@laSextaTV Este medio o "" SECTA "" est haciendo negocio con el populismo ultraizquierdista  antiespaol , luego lleva razn en lo que dice";1;0;0;0;0
@laSextaTV Es totalmente cierto, ma Sexta es el principal medio de desinformacin de Espaa, busca continuamente acosar a los polticos que no simpatizan con su vergonzante lnea ideolgica.;1;0;0;0;0
@laSextaTV Con toda la razon , la secta es vomitiva!!!!;1;0;0;0;0
@laSextaTV Retractarse? Es la realidad de la @laSextaTV tambin conocida como la secta.;1;0;0;0;0
@laSextaTV Y se queda corta con #LaSecta;1;0;0;0;0
Como persona que se ha GANADO su cinturn negro de judo slo puedo sentir profundo asco: https://t.co/FfR4eTtriU;1;0;0;0;0
@laSextaTV No entiendo porque molestarse porque haga uso de su libertad de expresin. Vosotros la usis para manipular la informacin y ella para retrataros.;1;0;0;0;0
@laSextaTV Vostros os tenis que retractar y desaparecer. #LaSecta;1;0;0;0;0
@laSextaTV @cayetanaAT Sois basura meditica y os jode que os lo digan a la cara.;1;0;0;0;0
@Monica_Garcia_G Que puta obsesin tienes con Ayuso.;1;1;0;1;0
@IreneMontero No lo puedes remediar.   Lo de la chiringotosis, digo... https://t.co/H2EAM2XuDX;1;1;0;1;0
@imdexiso Has ledo el tuit entero? No, solo lo que te da la puta gana. He dicho que no niego unos problemas pero tampoco neguemos otros. Pero t sigue odiando Ayuso y a Madrid. Que todos son iguales payaso. O me mudo a otra comunidad y los hospitales van de la hostia, vete a la mierda;1;1;0;0;0
@Lily_39069 @Fernand35932695 Ayuso nos da asco.;1;1;0;1;0
@itsD3lay puta ayuso;1;1;0;1;0
@IreneMontero Irene... Que tonta eres;1;1;0;1;0
@SERRAsmv @mariadelamiel Ahhhh. Entonces la culpa es de Ayuso porque una puta impresora se ha estropeado es eso? No del pobre hombre agresor. Est usted leyendo las gilipolleces y barbaridades que est diciendo? Sigo pensando que le patinan las neuronas;1;1;0;0;0
@laSextaTV Fantstica Cayetana diciendo verdades a los manipuladores. Estn muy escocidos los de ElRojoVivo;1;1;0;0;0
@IreneMontero Eres una cnica, no te hagas la loca, tu eslogan incita al consumo de alcohol.;1;1;0;1;0
@laSextaTV Bravo por Cayetana. La sexta es basura.;1;1;0;0;0
TEM, que cachondeo es sto el bien animado por VOX, siendo minora a meter ruido con la huelga, que vergenza dedicar un tiempo y la de ayer a Ayuso para mas tarde y la pava est no pide dusculpas por decir no votar a Podemos  que asco de emisora. https://t.co/06amZ4aA2z;1;1;0;0;0
@IreneMontero Es lo q tiene no ser una agraciada o agraciado intelectual!!! Defiende la prisin permanente revisable para violadores y deja de decir estupideces.;1;1;0;1;0
@Mag71Mag Ayuso..PRESIDENTA..aunque les duela hijos de puta;1;1;0;0;0
@IreneMontero Das vergenza ajena.;1;1;0;1;0
@Monica_Garcia_G No saba yo que tenamos tantos mdicos , mdicas ,mediques . Que con unos 3.173.568 ?  Que de gente,genta,gento.  Sabes que te digo Doctora reconvertida en Mdica   Que dais mucho ASCO..  VAIS CONTRA AYUSO no con el nimo de mejorar la sanidad . Vomitivo.;1;1;0;0;0
@IreneMontero Mira lo que dice la arrastrada y miserable de Cristina Segu https://t.co/nMcjcsCnDU;1;1;0;1;0
@IreneMontero ERES DEMASIADO IGNORANTE PARA PENSAR, ANTES DE HACER ALGO QUE PUEDA TENER REPERCUSIONES??;1;1;0;1;0
@Musa6661646866 Ayuso mayora absoluta en mayo,hijos de puta , la sanidad de cuba;1;1;0;0;0
@R0cser @Eric_Rguez @TeresaRodr_ Mnica Garca cogi baja por un dolor en un hombro y estuvo de baja y cobrando doble por tambin hacer trabajar como acosadora obsesionada con Ayuso...las mujeres de izquierda Dan asco y vergenza.;1;1;0;1;0
"@laSextaTV El nico que se salva de vuestra cadena , Alfonso Ars; los dems, morralla periodstica al servicio de la ultraizquierda.";1;0;1;0;0
@AlvaroUribeVel Definitivamente, el ladrn juzga por su condicin. #Ridculo;1;0;1;0;1
@laSextaTV Hasta los....de la secta de Ferreras....sois unos usureros antiespaoles....;1;0;1;0;0
#AlavsAtleti hasta cundo se me va a permitir a Diego Costa hacer lo que le sale de los huevos en todos los campos que pisa?yo no estaria orgulloso de tener en mi equipo un jugador as #dasasco;1;0;1;0;1
@laSextaTV #LaSecta estis enfermos de social comunismo millonario, gentuza que caga por la boca y ah estis gracias al traidor y asqueroso Rajoy que os facilit la supervivencia creando los dos monopolios televisivos que tanto inculto de Espaa pierde el tiempo viendo;1;0;1;0;0
Conforme celebra los goles del barsa pipas alcacer jurara que desde pequeo formama parte de la masa y nunca jugador de paterna. #decepcionante #fracasado #desterrado#desterrado;1;0;1;0;1
@laSextaTV Es que es mentira?, Cuantas veces habis llevado a los Socialcomunistas para que den mtines antes la cmaras? no todo Atresmedia es igual, no es lo mismo el sectarismo de Ferreras,  que la imparcialidad de Vicente Valls;1;0;1;0;1
@Nachoanon @ChristiansCCR @lolitayjoselito @ArredonMari @DRZRZ @mikihoyos @mtgarcia82 @MarcoA_GM @LILLOTERESA @rojasocialista  otra #Rajoyada que #ridiculo por favor viniendo de un #Presidente del #Gobierno;1;0;1;0;1
@laSextaTV Con dos  si seor, Roures traidor;1;0;1;0;1
@NachoRgz @JoseAMeadeK @UNAM_MX @JoseMeadeK El #PEOR secretario de hacienda en la historia de Mxico, segn el #FMI #INEGI #BANCOMUNDIAL , un #FRACASADO en Derecho, es un asco de persona ese tipo. Representa lo que es ser un #Priista , una basura humana.;1;0;1;0;1
@laSextaTV Sois un medio manipulador y partidista de izquierda. Ya lo dijo ferreras. Y por eso en mi casa no se os ve vuestro grupo ni vuestras pelculas  Por rojos faltones;1;0;1;0;0
@MashiRafael Ladron sin vergenza descarado vuelve a dar la cara, Glass el inocente te espera !!!!! #Maricon;1;0;1;0;1
Ale Feijoo a mentir, manipular y contra la democracia, para que Ayuso no te quite el asiento  Asco das asco;1;0;1;0;1
@laSextaTV Meter al gorila rojo en el Zoo;1;0;1;0;1
@laSextaTV Perfecto que no se retracte no estis los de la secta y menos ferreras para sentiros ofencidos;1;0;1;0;0
@laSextaTV porque se va retractar . Se ha quedado corta con todo lo que ha dicho sois unos vendidos os llamis de izquierda pero vais llenando los bolsillos y ese gordo chancho le digo yo de vuestro jefe es un anti espaol espaol asqueroso.;1;0;1;0;1
@felipevidalc Disculpe, con respeto. Como dijo usted? #Fracasado #PechoFrio #EquipoCagn  No se altere, solo vengo a recordar sus propias palabras, eso es todo. Saludos cordiales.;1;0;1;0;1
Divino el #presidente @mauriciomacri en vez de estar con las personas afectadas por la tormenta, visit un CUARTEL DE BOMBERO pufff #verguenza_total  #Ridculo;1;0;1;0;1
@AlvaritoMorales #Ridiculo Jajajajajaja;1;0;1;0;1
